"id"|"first_name"|"last_name"|"sex"|"address"|"phone_number"|"profession"|"company"|"date_of_birth"
"49005e15-0b25-45fd-b6ae-2bd528040262"|"Lauren"|"Gray"|"F"|"335 Brian Via"|"252-571-3732x5004"|"Planning and development surveyor"|"Gordon, Martinez and Thompson"|"1938-09-05"
"36fb7b51-0316-4b2c-9c47-5c164558d730"|"Nancy"|"Bell"|"F"|"623 Hayes Points Apt. 478"|"914-777-9840x270"|"Lecturer, further education"|"Murphy LLC"|"1948-02-12"
"c73a8f82-78ce-47a0-8880-4c8633e6535c"|"Charles"|"Carter"|"M"|"17 Harper Forges Suite 033"|"(305)732-0078x319"|"Corporate investment banker"|"Burch-Buck"|"2019-03-30"
"5f6cdee6-4eed-4115-9f25-a31042385eb0"|"Charles"|"Howell"|"M"|"612 Willie Lane"|"(951)664-5760"|"Art gallery manager"|"Cowan and Sons"|"1974-03-02"
"139395ed-19d6-4c2f-8aea-3a69231dfef0"|"Jason"|"Patterson"|"M"|"452 Williams Isle"|"942-983-7690"|"Brewing technologist"|"Snyder Group"|"2018-10-23"
"d9db7897-273a-4d37-9d01-b2d98750c87e"|"Richard"|"Hill"|"M"|"363 Benjamin Square Suite 257"|"001-421-741-3068"|"Maintenance engineer"|"Eaton LLC"|"1921-12-18"
"629e1794-9ec1-4f1c-aa32-1b20e96b4f33"|"Kathleen"|"Robinson"|"F"|"414 Matthew Walk"|"+1-283-301-8510x8552"|"Visual merchandiser"|"Wagner PLC"|"2001-07-12"
"23c9b238-cfe6-4562-98ad-34915fd2f88e"|"Frances"|"Thomas"|"F"|"170 Brown Track Suite 103"|"585.294.3721x8143"|"Psychologist, counselling"|"Jones Ltd"|"2013-02-04"
"538b2a8d-183b-4388-a6d8-0a4932e48523"|"Isabel"|"Miller"|"F"|"590 Mueller Ferry"|"001-419-242-3341x287"|"Sports coach"|"Martin-Morris"|"1973-04-30"
"fc57e653-bb3d-4495-ad1e-09208970f6b4"|"Wyatt"|"Thompson"|"M"|"551 Brown Track Suite 103"|"001-528-224-4431x039"|"Advertising copywriter"|"Mckenzie, Clark and Watson"|"2022-11-20"
