"id"|"first_name"|"last_name"|"sex"|"address"|"phone_number"|"profession"|"company"|"date_of_birth"
"724171c6-7cc0-499b-833e-222770e540c2"|"Crystal"|"Duarte"|"F"|"864 Andrew Meadow"|"001-956-751-3664x70993"|"Trade union research officer"|"Sullivan Group"|"1988-06-02"
"c3dd5b69-148e-44ef-8a4c-70e2a55f4611"|"John"|"Ashley"|"M"|"369 Joseph Neck Suite 721"|"+1-416-737-0523"|"Physicist, medical"|"Barr, King and Hammond"|"1947-03-01"
"3d17a893-81f2-48c6-a99b-07ba8c2a71c6"|"Brian"|"Phillips"|"M"|"812 Brooke Via Apt. 559"|"+1-328-638-5597x225"|"Engineer, civil (consulting)"|"Rogers Inc"|"1924-04-08"
"c82e50c8-560a-4949-bd84-a159c6e62ac7"|"Amy"|"Khan"|"F"|"290 Davis Park"|"9506081859"|"Illustrator"|"Robbins, Guerra and Rodriguez"|"1954-04-06"
"8acc165e-ba28-4ffe-a702-5e4869a115de"|"Roy"|"Harvey"|"M"|"249 Jose Unions Suite 600"|"635-276-4052"|"Engineer, drilling"|"Anderson-Simmons"|"1929-03-01"
"37224606-eec7-4c15-96a5-ddc8c6e0f506"|"Caleb"|"Levine"|"M"|"261 Joseph Neck Suite 721"|"+1-389-494-1248x384"|"Designer, fashion/clothing"|"Cardenas-Burke"|"1961-01-08"
"c834f1b5-2407-456d-9417-633c5c1f9bbe"|"Michaela"|"Larsen"|"F"|"213 Mark Trafficway"|"4142675453"|"Mining engineer"|"Hancock Ltd"|"2015-09-04"
"26536afe-f3cb-4e9f-a0d3-60a56f665efb"|"Rachel"|"Anderson"|"F"|"625 Trevor Mountain Suite 944"|"(363)682-9107x4993"|"Operations geologist"|"Smith-Robinson"|"2023-12-31"
"74fd0fbe-4d15-4639-a44d-fe6c384164ef"|"Robert"|"Kim"|"M"|"872 Amanda Spurs Apt. 717"|"001-814-994-0572x9317"|"Careers information officer"|"Robinson-Clark"|"1951-04-03"
"09c5ef6e-8ea3-4e36-b39e-396439c2e7d0"|"Sandra"|"Perez"|"F"|"955 Jeffrey Field Apt. 417"|"001-506-338-3090x78143"|"Paramedic"|"Butler, Gibson and Williamson"|"1972-01-16"
"15267b59-e849-47cb-8184-28429333c835"|"Sara"|"Pollard"|"F"|"67 Holly Heights"|"(279)988-8715x0188"|"Publishing copy"|"Smith Inc"|"1911-08-19"
"ab06f514-07e3-46b8-9f70-4469fa87d951"|"Richard"|"Davis"|"M"|"423 Hayes Points Apt. 478"|"884-370-7891x14750"|"Trade mark attorney"|"Martin, Monroe and Kerr"|"1924-07-20"
"537fa334-cd8e-42c6-a06e-831b46e68ae5"|"Shane"|"Hawkins"|"M"|"4 Garcia Manor"|"691.296.1205x62813"|"Geophysicist/field seismologist"|"Sullivan, Murphy and Robertson"|"1964-02-05"
"64b4057b-b7f8-411b-8058-39a1cd21c4a4"|"Megan"|"Mueller"|"F"|"787 Lori Crescent Apt. 915"|"403-486-7392x254"|"Advertising copywriter"|"Bowman-Contreras"|"2020-01-15"
"0af9b0a8-7d89-4158-be54-c6dfb049eb77"|"Christina"|"Thomas"|"F"|"740 Evans Viaduct"|"4358861162"|"Chief Marketing Officer"|"Hughes and Sons"|"1957-04-30"
"b8128025-a008-44e7-aab5-f82029f3b178"|"Tina"|"Soto"|"F"|"539 Robinson Mills"|"(647)393-3320x3475"|"Advertising account planner"|"Harris, Lowe and Scott"|"1988-06-15"
