"id"|"first_name"|"last_name"|"sex"|"address"|"phone_number"|"profession"|"company"|"date_of_birth"
"e04f42e9-4a3d-456d-8476-9a1811370edd"|"Amber"|"Rodriguez"|"F"|"804 Rebecca Meadows Suite 926"|"492-294-0556x868"|"Estate manager/land agent"|"Spears-Phillips"|"1986-06-01"
"8e340763-721a-4597-890c-130e70650567"|"Jasmine"|"Carpenter"|"F"|"425 Church Alley Apt. 335"|"695.872.9376x004"|"Podiatrist"|"Carlson, Adams and Clark"|"1938-09-30"
"05732a54-748f-41ad-860e-c31e66c3d979"|"Jennifer"|"Lee"|"F"|"840 Carl Corners"|"904.889.5810x90329"|"Dealer"|"Thompson, Harper and Rojas"|"1960-04-20"
"72ed91a4-7753-4ded-9125-f421a48dda6f"|"Dana"|"Davis"|"F"|"749 Brown Track Suite 103"|"(879)904-7282"|"Tourism officer"|"Lopez-Watkins"|"2016-01-24"
"5e34200f-514f-4268-b7d5-fb9eeec457b8"|"Lisa"|"Buckley"|"F"|"123 Robertson Landing Apt. 809"|"001-413-543-2077x56232"|"Public house manager"|"Davis-Nelson"|"1912-09-25"
"67363d83-f84e-41c8-9212-d97bb32f71f8"|"Mark"|"Simon"|"M"|"861 Jeffrey Field Apt. 417"|"(437)527-4164"|"Surveyor, mining"|"Donaldson-Vega"|"1922-10-10"
"65c51945-3b73-4a2e-87d0-5bb63dd6a4d2"|"Kathryn"|"Gregory"|"F"|"639 Rich River Apt. 223"|"001-691-951-6825x2151"|"Accountant, chartered management"|"Cummings, Newton and Smith"|"1911-08-14"
"73fd1bbb-c487-4343-b13f-962b3a751a95"|"Daniel"|"Gonzalez"|"M"|"630 Dickson River"|"4569658667"|"Exhibitions officer, museum/gallery"|"Pierce, Dean and Flores"|"1998-09-02"
"3d909a70-049e-415e-afd3-6eb9a46896fc"|"Elizabeth"|"Gomez"|"F"|"493 Chad Stream"|"(940)279-8731x7152"|"Office manager"|"Wright Inc"|"2021-02-16"
"865b94a2-9b83-4152-84c1-2ce9025e35ee"|"Victoria"|"Martinez"|"F"|"975 Brown Track Suite 103"|"6078894348"|"Publishing rights manager"|"Lee and Sons"|"2004-08-12"
