"id"|"first_name"|"last_name"|"sex"|"address"|"phone_number"|"profession"|"company"|"date_of_birth"
"c6e3b1f1-4de9-485e-ba2d-be4ad824bd55"|"Amanda"|"Ward"|"F"|"244 Willie Lane"|"515.315.2448"|"Geophysicist/field seismologist"|"Baker-Powell"|"1999-09-10"
"5cfc8260-42b3-4d60-a46f-596266d518b2"|"Wesley"|"Thompson"|"M"|"449 Brian Via"|"9447891517"|"Historic buildings inspector/conservation officer"|"Morgan-Alvarez"|"1975-01-29"
"8c3abadd-1f05-4f0c-ac99-e7a18937f58f"|"Robert"|"Pena"|"M"|"524 Allen Station"|"001-727-857-4707"|"Aid worker"|"Garcia-Hawkins"|"1986-12-04"
"314518cf-c040-409f-9238-cdf08fe6c285"|"Raymond"|"Jennings"|"M"|"902 Gerald Motorway"|"959.284.3780"|"Purchasing manager"|"Anderson, Manning and Jordan"|"1916-05-18"
"3ef8d50a-5a86-430d-966d-83bf4b031ac9"|"Clinton"|"Anderson"|"M"|"152 Chad Stream"|"422.297.5850x4995"|"Nurse, children's"|"Wright, Ruiz and Burns"|"1960-03-06"
"f6f77f4c-39bd-4c26-be97-09d9fbc20f04"|"Jordan"|"Bowman"|"M"|"44 Elizabeth Flats Apt. 431"|"(615)511-9230"|"Administrator"|"Allen-Robinson"|"1984-07-26"
"df024680-e99e-4f3b-b8c6-b073383fa66a"|"Troy"|"Smith"|"M"|"822 Steele Shoal Suite 220"|"(905)543-4081x55305"|"Holiday representative"|"Williamson and Sons"|"1938-08-19"
"9cff95a1-dd16-4a22-8b25-b1ab6784a8b7"|"Monica"|"Cooper"|"F"|"763 Benjamin Square Suite 257"|"622-697-5375"|"Psychologist, forensic"|"Cummings PLC"|"1923-04-19"
"b3cdf9a7-8f8e-4419-8a07-8b11feb176a8"|"Brenda"|"James"|"F"|"139 Gerald Pine Apt. 063"|"001-215-591-3317x248"|"Data scientist"|"Morris-Mathews"|"1987-10-29"
"293e5397-b66c-4f53-b1c4-7904ca569c9d"|"Amy"|"Greer"|"F"|"226 Ryan Prairie Apt. 476"|"+1-897-730-8172"|"Solicitor"|"Rodriguez, Chan and Lynn"|"1976-11-27"
